,Gender,Age,Father_Occupation,Intermediate_College,Current_Attendance,Self_Study_Time,Living_with_Family_or_Bachelor,Supplements_in_recent result,No_of_Family_Members,Father_Status,Free_Time,Admission,Accommodation,Internet,Gadgets,GPA
100,Female,21,Unemployed,Private,67.0,1h to 1.5h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Computer",3.85
101,Female,21,Unemployed,Private,67.0,1h to 1.5h,Family,0,5,Alive,4h to 6h,Merit,Owned,Yes,"Mobile, Computer",3.65
102,Female,21,Unemployed,Private,67.0,1h to 1.5h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Computer",3.21
103,Male,20,Other,Govt.,72.0,1.5h to 3h,Family,0,4,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.28
104,Male,20,Other,Govt.,72.0,1.5h to 3h,Family,1,4,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.28
105,Male,20,Other,Govt.,72.0,1.5h to 3h,Family,3,4,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.28
106,Male,21,Retired,Private,90.0,1h to 1.5h,Family,0,8,Alive,4h to 6h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.0
107,Male,21,Retired,Private,90.0,1h to 1.5h,Family,0,8,Alive,4h to 6h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.35
108,Male,21,Retired,Private,90.0,1h to 1.5h,Family,0,8,Alive,4h to 6h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.01
109,Male,22,Unemployed,Govt.,80.0,3h to 5h,Bachelor,0,7,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop, Printer",3.0
110,Male,22,Unemployed,Govt.,80.0,3h to 5h,Bachelor,0,7,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop, Printer",3.45
111,Male,22,Unemployed,Govt.,80.0,3h to 5h,Bachelor,0,7,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop, Printer",2.89
112,Male,19,Retired,Govt.,90.0,1h to 1.5h,Family,0,7,Alive,4h to 6h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",4.0
113,Male,19,Retired,Govt.,90.0,1h to 1.5h,Family,0,7,Alive,4h to 6h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",3.86
114,Male,19,Retired,Govt.,90.0,3h to 5h,Family,0,7,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",3.81
115,Male,21,Engineer,Govt.,75.0,1h to 1.5h,Family,0,4,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop",3.5
116,Male,21,Engineer,Govt.,75.0,0h,Family,0,4,Alive,10h+,Merit,Owned,Yes,"Mobile, Laptop",3.02
117,Male,21,Engineer,Govt.,75.0,0h,Family,1,4,Alive,10h+,Merit,Owned,Yes,"Mobile, Laptop",3.28
118,Male,22,Other,Private,78.0,3h to 5h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",4.0
119,Male,22,Other,Private,78.0,3h to 5h,Bachelor,0,6,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop",3.98
120,Male,22,Other,Private,78.0,1h to 1.5h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.76
121,Male,21,Other,Govt.,75.0,3h to 5h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.28
122,Male,21,Other,Govt.,75.0,1h to 1.5h,Bachelor,1,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.28
123,Male,21,Other,Govt.,75.0,1h to 1.5h,Bachelor,2,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.28
124,Male,22,Unemployed,Govt.,87.0,3h to 5h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Printer",3.0
125,Male,22,Unemployed,Govt.,87.0,3h to 5h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Printer",2.21
126,Male,22,Unemployed,Govt.,87.0,1.5h to 3h,Bachelor,4,6,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop, Printer",3.28
127,Male,21,Other,Govt.,75.0,1h to 1.5h,Family,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Computer, Printer",3.5
128,Male,21,Other,Govt.,75.0,1h to 1.5h,Family,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Computer, Printer",3.16
129,Male,21,Other,Govt.,75.0,1h to 1.5h,Family,2,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Computer, Printer",3.28
130,Male,23,Other,Govt.,87.0,1h to 1.5h,Family,0,6,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop",3.28
131,Male,23,Other,Govt.,87.0,3h to 5h,Family,2,6,Alive,4h to 6h,Merit,Owned,Yes,"Mobile, Laptop",3.28
132,Male,23,Other,Govt.,87.0,0h,Family,2,6,Alive,6h to 10h,Merit,Owned,Yes,"Mobile, Laptop",3.28
133,Male,22,Unemployed,Govt.,80.0,3h to 5h,Bachelor,0,5,Alive,3h to 4h,Self-Finance,Rented,Yes,"Mobile, Laptop",3.35
134,Male,22,Unemployed,Govt.,80.0,3h to 5h,Bachelor,0,5,Alive,3h to 4h,Self-Finance,Rented,Yes,"Mobile, Laptop",3.38
135,Male,22,Unemployed,Govt.,80.0,3h to 5h,Bachelor,2,5,Alive,3h to 4h,Self-Finance,Rented,Yes,"Mobile, Laptop",3.28
136,Male,22,Other,Private,70.0,0h,Family,0,3,Alive,6h to 10h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",4.0
137,Male,22,Other,Private,70.0,0h,Family,0,3,Alive,6h to 10h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",3.72
138,Male,22,Other,Private,70.0,0h,Family,1,3,Alive,6h to 10h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",3.28
139,Male,22,Unemployed,Govt.,87.0,3h to 5h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",2.5
140,Male,22,Unemployed,Govt.,87.0,3h to 5h,Bachelor,2,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",2.5
141,Male,22,Unemployed,Govt.,87.0,3h to 5h,Bachelor,4,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",2.5
142,Male,23,Other,Govt.,80.0,3h to 5h,Family,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Printer",4.0
143,Male,23,Other,Govt.,80.0,3h to 5h,Family,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Printer",3.59
144,Male,23,Other,Govt.,80.0,3h to 5h,Family,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Printer",3.1
145,Female,20,Labor,Private,70.0,8h+,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,Mobile,3.35
146,Female,20,Labor,Private,70.0,8h+,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,Mobile,3.5
147,Female,20,Labor,Private,70.0,3h to 5h,Family,2,5,Alive,3h to 4h,Merit,Owned,Yes,Mobile,3.42
148,Male,21,Retired,Govt.,67.07,1.5h to 3h,Family,0,9,Alive,4h to 6h,Merit,Owned,Yes,"Mobile, Laptop",4.0
149,Male,21,Retired,Govt.,67.07,1.5h to 3h,Family,0,9,Alive,4h to 6h,Merit,Owned,Yes,"Mobile, Laptop",3.88
150,Male,21,Retired,Govt.,67.07,1.5h to 3h,Family,0,9,Alive,4h to 6h,Merit,Owned,Yes,"Mobile, Laptop",3.25
151,Male,22,Businessman,Private,75.0,1h to 1.5h,Family,0,7,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop",3.0
152,Male,22,Businessman,Private,75.0,0h,Family,2,7,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop",3.0
153,Male,22,Businessman,Private,75.0,1h to 1.5h,Family,2,7,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop",3.0
154,Male,19,Other,Govt.,73.0,1.5h to 3h,Family,0,4,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.5
155,Male,19,Other,Govt.,73.0,1.5h to 3h,Family,0,4,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.39
156,Male,19,Other,Govt.,73.0,1.5h to 3h,Family,0,4,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",2.2
157,Female,22,Businessman,Private,78.0,3h to 5h,Bachelor,0,6,Alive,3h to 4h,Self-Finance,Rented,Yes,"Mobile, Laptop",3.0
158,Female,22,Businessman,Private,78.0,3h to 5h,Bachelor,1,6,Alive,3h to 4h,Self-Finance,Rented,Yes,"Mobile, Laptop",3.28
159,Female,22,Businessman,Private,78.0,3h to 5h,Bachelor,3,6,Alive,3h to 4h,Self-Finance,Rented,Yes,"Mobile, Laptop",3.28
160,Male,23,Unemployed,Govt.,87.0,3h to 5h,Bachelor,0,7,Alive,3h to 4h,Self-Finance,Rented,Yes,"Mobile, Laptop, Printer",3.28
161,Male,23,Unemployed,Govt.,87.0,1h to 1.5h,Bachelor,2,7,Alive,4h to 6h,Self-Finance,Rented,Yes,"Mobile, Laptop, Printer",3.28
162,Male,23,Unemployed,Govt.,87.0,1h to 1.5h,Bachelor,4,7,Alive,4h to 6h,Self-Finance,Rented,Yes,"Mobile, Laptop, Printer",3.28
163,Male,23,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,70.0,1.5h to 3h,Family,0,3,Decease,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.0
164,Male,23,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,70.0,1h to 1.5h,Family,0,3,Decease,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.81
165,Male,23,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,70.0,1.5h to 3h,Family,0,3,Decease,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",2.59
166,Male,22,Businessman,Govt.,78.0,1h to 1.5h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Printer",3.28
167,Male,22,Businessman,Govt.,78.0,1h to 1.5h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Printer",3.28
168,Male,22,Businessman,Govt.,78.0,1h to 1.5h,Bachelor,4,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Printer",3.28
169,Male,18,Other,Govt.,71.0,1h to 1.5h,Family,0,2,Decease,10h+,Merit,Rented,No,Mobile,4.0
170,Male,18,Other,Govt.,71.0,1h to 1.5h,Family,0,2,Decease,10h+,Merit,Rented,No,Mobile,3.67
171,Male,18,Other,Govt.,71.0,1h to 1.5h,Family,0,2,Decease,10h+,Merit,Rented,No,Mobile,3.81
172,Male,22,Other,Private,78.0,3h to 5h,Bachelor,0,5,Alive,4h to 6h,Self-Finance,Owned,Yes,"Mobile, Laptop, Printer",2.15
173,Male,22,Other,Private,78.0,3h to 5h,Bachelor,2,5,Alive,4h to 6h,Self-Finance,Owned,Yes,"Mobile, Laptop, Printer",2.15
174,Male,22,Other,Private,78.0,3h to 5h,Bachelor,4,5,Alive,4h to 6h,Self-Finance,Owned,Yes,"Mobile, Laptop, Printer",2.15
175,Male,23,Unemployed,Private,87.0,3h to 5h,Family,0,7,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop",3.28
176,Male,23,Unemployed,Private,87.0,1h to 1.5h,Family,1,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.28
177,Male,23,Unemployed,Private,87.0,1h to 1.5h,Family,3,7,Alive,10h+,Merit,Rented,Yes,"Mobile, Laptop",3.28
178,Female,22,Not Applicable,Govt.,75.0,3h to 5h,Family,0,5,Decease,3h to 4h,Merit,Rented,Yes,Mobile,4.0
179,Female,22,Not Applicable,Govt.,75.0,1h to 1.5h,Family,0,5,Decease,4h to 6h,Merit,Rented,Yes,Mobile,3.89
180,Female,22,Not Applicable,Govt.,75.0,3h to 5h,Family,0,5,Decease,3h to 4h,Merit,Rented,Yes,Mobile,3.76
181,Female,20,Retired,Govt.,75.4,5h to 8h,Family,0,3,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop",4.0
182,Female,20,Retired,Govt.,75.4,5h to 8h,Family,0,3,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop",3.88
183,Female,20,Retired,Govt.,75.4,1h to 1.5h,Family,0,3,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop",3.66
184,Male,22,Businessman,Govt.,74.0,1h to 1.5h,Bachelor,0,5,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop",3.28
185,Male,22,Businessman,Govt.,74.0,3h to 5h,Bachelor,0,5,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.28
186,Male,22,Businessman,Govt.,74.0,1h to 1.5h,Bachelor,4,5,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop",3.28
187,Male,21,Retired,Govt.,70.0,3h to 5h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",3.5
188,Male,21,Retired,Govt.,70.0,1h to 1.5h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",3.19
189,Male,21,Retired,Govt.,70.0,1h to 1.5h,Family,1,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",3.28
190,Male,22,Other,Govt.,82.0,3h to 5h,Bachelor,0,4,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.85
191,Male,22,Other,Govt.,82.0,3h to 5h,Bachelor,0,4,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",2.88
192,Male,22,Other,Govt.,82.0,3h to 5h,Bachelor,1,4,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.36
193,Male,23,Businessman,Private,78.0,3h to 5h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Printer",3.28
194,Male,23,Businessman,Private,78.0,1.5h to 3h,Family,2,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Printer",3.28
195,Male,23,Businessman,Private,78.0,3h to 5h,Family,4,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Printer",3.28
196,Male,22,Other,Govt.,74.0,1.5h to 3h,Bachelor,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer",3.28
197,Male,22,Other,Govt.,74.0,1.5h to 3h,Bachelor,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer",3.64
198,Male,22,Other,Govt.,74.0,1.5h to 3h,Bachelor,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer",3.27
199,Male,21,Teacher,Govt.,57.0,1h to 1.5h,Bachelor,4,15,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.0
200,Male,21,Teacher,Govt.,57.0,1h to 1.5h,Bachelor,1,15,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.0
201,Male,21,Teacher,Govt.,57.0,1h to 1.5h,Bachelor,1,15,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.0
202,Male,21,Other,Govt.,60.0,5h to 8h,Family,0,10,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop",3.5
203,Male,21,Other,Govt.,60.0,5h to 8h,Family,0,10,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop",3.75
204,Male,21,Other,Govt.,60.0,1h to 1.5h,Family,0,10,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop",3.31
205,Male,22,Unemployed,Govt.,79.0,5h to 8h,Bachelor,0,4,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",4.0
206,Male,22,Unemployed,Govt.,79.0,1h to 1.5h,Bachelor,0,4,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",2.86
207,Male,22,Unemployed,Govt.,79.0,1h to 1.5h,Bachelor,1,4,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.28
208,Male,20,Labor,Govt.,85.0,1.5h to 3h,Bachelor,0,11,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",2.94
209,Male,20,Labor,Govt.,85.0,1.5h to 3h,Bachelor,0,11,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",2.94
210,Male,20,Labor,Govt.,85.0,1.5h to 3h,Bachelor,0,11,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",2.94
211,Female,21,Other,Govt.,83.0,8h+,Family,0,4,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Printer",4.0
212,Female,21,Other,Govt.,83.0,1h to 1.5h,Family,0,4,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop, Printer",3.42
213,Female,21,Other,Govt.,83.0,1h to 1.5h,Family,0,4,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop, Printer",3.83
214,Female,21,Other,Govt.,83.0,1h to 1.5h,Family,0,4,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop, Printer",3.831
215,Female,21,Other,Govt.,83.0,1h to 1.5h,Family,0,4,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop, Printer",3.42
216,Male,22,Labor,Govt.,73.0,1h to 1.5h,Bachelor,1,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.33
217,Male,22,Labor,Govt.,73.0,1h to 1.5h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",2.87
218,Male,22,Labor,Govt.,73.0,1.5h to 3h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.08
219,Male,22,Labor,Govt.,73.0,1h to 1.5h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",2.33
220,Male,22,Labor,Govt.,73.0,1.5h to 3h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",2.77
221,Female,22,Teacher,Govt.,97.0,3h to 5h,Family,0,5,Alive,4h to 6h,Merit,Owned,Yes,"Mobile, Laptop, Printer",3.94
222,Female,22,Teacher,Govt.,97.0,3h to 5h,Family,0,5,Alive,4h to 6h,Merit,Owned,Yes,"Mobile, Laptop, Printer",4.0
223,Female,22,Teacher,Govt.,97.0,3h to 5h,Family,0,5,Alive,4h to 6h,Merit,Owned,Yes,"Mobile, Laptop, Printer",3.75
224,Female,22,Teacher,Govt.,97.0,3h to 5h,Family,0,5,Alive,4h to 6h,Merit,Owned,Yes,"Mobile, Laptop, Printer",3.68
225,Female,22,Teacher,Govt.,97.0,3h to 5h,Family,0,5,Alive,4h to 6h,Merit,Owned,Yes,"Mobile, Laptop, Printer",3.66
226,Male,21,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,81.0,5h to 8h,Family,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer",3.94
227,Male,21,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,81.0,3h to 5h,Family,0,7,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop, Computer",3.75
228,Male,21,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,81.0,5h to 8h,Family,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer",3.7
229,Male,21,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,81.0,1h to 1.5h,Family,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer",3.77
230,Male,21,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,81.0,1h to 1.5h,Family,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer",3.56
231,Male,23,Not Applicable,Govt.,87.0,8h+,Family,0,3,Decease,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Printer",4.0
232,Male,23,Not Applicable,Govt.,87.0,8h+,Family,0,3,Decease,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Printer",4.0
233,Male,23,Not Applicable,Govt.,87.0,8h+,Family,0,3,Decease,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Printer",4.0
234,Male,23,Not Applicable,Govt.,87.0,8h+,Family,0,3,Decease,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Printer",3.95
235,Male,23,Not Applicable,Govt.,87.0,8h+,Family,0,3,Decease,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Printer",3.87
236,Male,24,Not Applicable,Govt.,80.0,3h to 5h,Bachelor,0,7,Decease,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",3.91
237,Male,24,Not Applicable,Govt.,80.0,3h to 5h,Bachelor,0,7,Decease,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",3.41
238,Male,24,Not Applicable,Govt.,80.0,3h to 5h,Bachelor,0,7,Decease,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",3.83
239,Male,24,Not Applicable,Govt.,80.0,3h to 5h,Bachelor,0,7,Decease,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",3.75
240,Male,24,Not Applicable,Govt.,80.0,3h to 5h,Bachelor,0,7,Decease,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",3.82
241,Male,23,Other,Govt.,76.0,3h to 5h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.94
242,Male,23,Other,Govt.,76.0,3h to 5h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.89
243,Male,23,Other,Govt.,76.0,3h to 5h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.68
244,Male,23,Other,Govt.,76.0,3h to 5h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.65
245,Male,23,Other,Govt.,76.0,3h to 5h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.05
246,Male,24,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,88.0,8h+,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.94
247,Male,24,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,88.0,8h+,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",4.0
248,Male,24,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,88.0,8h+,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.93
249,Male,24,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,88.0,8h+,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.89
250,Male,24,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,88.0,8h+,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.95
251,Male,22,Not Applicable,Govt.,74.0,3h to 5h,Bachelor,0,8,Decease,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop",3.24
252,Male,22,Not Applicable,Govt.,74.0,3h to 5h,Bachelor,0,8,Decease,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.54
253,Male,22,Not Applicable,Govt.,74.0,3h to 5h,Bachelor,0,8,Decease,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop",3.68
254,Male,22,Not Applicable,Govt.,74.0,3h to 5h,Bachelor,0,8,Decease,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop",3.01
255,Male,22,Not Applicable,Govt.,74.0,3h to 5h,Bachelor,0,8,Decease,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop",2.85
256,Male,21,Engineer,Private,85.0,3h to 5h,Family,0,5,Alive,4h to 6h,Merit,Owned,Yes,Mobile,3.63
257,Male,21,Engineer,Private,85.0,1h to 1.5h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,Mobile,4.0
258,Male,21,Engineer,Private,85.0,1h to 1.5h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,Mobile,3.75
259,Male,21,Engineer,Private,85.0,3h to 5h,Family,0,5,Alive,4h to 6h,Merit,Owned,Yes,Mobile,3.95
260,Male,21,Engineer,Private,85.0,1.5h to 3h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,Mobile,4.0
261,Female,20,Businessman,Private,94.0,5h to 8h,Family,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.94
262,Female,20,Businessman,Private,94.0,5h to 8h,Family,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.88
263,Female,20,Businessman,Private,94.0,5h to 8h,Family,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.93
264,Female,20,Businessman,Private,94.0,5h to 8h,Family,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.68
265,Female,20,Businessman,Private,94.0,5h to 8h,Family,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.85
266,Female,22,Other,Govt.,83.0,1.5h to 3h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop",3.87
267,Female,22,Other,Govt.,83.0,1.5h to 3h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop",3.77
268,Female,22,Other,Govt.,83.0,1.5h to 3h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop",4.0
269,Female,22,Other,Govt.,83.0,1.5h to 3h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop",3.52
270,Female,22,Other,Govt.,83.0,1.5h to 3h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop",3.78
271,Male,22,Businessman,Govt.,88.0,1.5h to 3h,Bachelor,1,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.56
272,Male,22,Businessman,Govt.,88.0,1.5h to 3h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.79
273,Male,22,Businessman,Govt.,88.0,1.5h to 3h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.68
274,Male,22,Businessman,Govt.,88.0,1.5h to 3h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.48
275,Male,22,Businessman,Govt.,88.0,1.5h to 3h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.31
276,Male,21,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,80.0,1.5h to 3h,Family,0,5,Alive,6h to 10h,Merit,Owned,Yes,"Mobile, Computer",3.7
277,Male,21,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,80.0,1.5h to 3h,Family,0,5,Alive,6h to 10h,Merit,Owned,Yes,"Mobile, Computer",3.95
278,Male,21,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,80.0,1.5h to 3h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Computer",3.68
