,Gender,Age,Father_Occupation,Intermediate_College,Current_Attendance,Self_Study_Time,Living_with_Family_or_Bachelor,Supplements_in_recent result,No_of_Family_Members,Father_Status,Free_Time,Admission,Accommodation,Internet,Gadgets,GPA
359,1,21,0,1,76.0,1,1,1,4,0,1,1,1,1,4,2.93
360,1,21,0,1,76.0,1,1,0,4,0,1,1,1,1,4,2.4
361,1,21,5,0,75.0,5,1,0,3,0,1,1,0,1,5,3.03
362,1,21,5,0,75.0,5,1,1,3,0,1,1,0,1,5,2.91
363,1,21,5,0,75.0,5,1,0,3,0,1,1,0,1,5,3.23
364,1,21,5,0,75.0,5,1,0,3,0,1,1,0,1,5,2.57
365,1,21,5,0,75.0,5,1,0,3,0,1,1,0,1,5,2.83
366,1,22,0,1,78.0,5,0,2,4,0,1,0,0,1,5,2.93
367,1,22,0,1,78.0,2,0,2,4,0,3,0,0,1,5,2.93
368,1,22,0,1,78.0,2,0,0,4,0,3,0,0,1,5,2.93
369,1,22,0,1,78.0,3,0,2,4,0,1,0,0,1,5,2.93
370,1,22,0,1,78.0,2,0,2,4,0,3,0,0,1,5,2.93
371,1,21,5,0,79.0,3,0,2,6,0,1,1,1,0,1,2.85
372,1,21,5,0,79.0,3,0,0,6,0,1,1,1,0,1,3.26
373,1,21,5,0,79.0,2,0,0,6,0,3,1,1,0,1,3.18
374,1,21,5,0,79.0,3,0,0,6,0,1,1,1,0,1,2.69
375,1,21,5,0,79.0,2,0,0,6,0,3,1,1,0,1,2.28
376,1,23,2,0,74.0,3,0,0,4,0,1,0,0,1,7,3.35
377,1,23,2,0,74.0,4,0,0,4,0,1,0,0,1,7,3.54
378,1,23,2,0,74.0,4,0,0,4,0,1,0,0,1,7,3.75
379,1,23,2,0,74.0,3,0,0,4,0,2,0,0,1,7,3.05
380,1,23,2,0,74.0,4,0,0,4,0,1,0,0,1,7,3.1
381,1,22,6,0,75.0,3,1,0,3,0,2,0,0,1,6,3.46
382,1,22,6,0,75.0,3,1,0,3,0,2,0,0,1,6,3.72
383,1,22,6,0,75.0,3,1,0,3,0,2,0,0,1,6,3.25
384,1,22,6,0,75.0,3,1,0,3,0,2,0,0,1,6,3.16
385,1,22,6,0,75.0,3,1,0,3,0,2,0,0,1,6,3.02
386,1,21,5,0,73.0,3,1,0,2,0,2,0,1,1,4,3.79
387,1,21,5,0,73.0,2,1,0,2,0,3,0,1,1,4,3.82
388,1,21,5,0,73.0,2,1,0,2,0,3,0,1,1,4,3.28
389,1,21,5,0,73.0,1,1,0,2,0,1,0,1,1,4,3.41
390,1,21,5,0,73.0,1,1,0,2,0,1,0,1,1,4,3.41
391,0,21,7,1,88.0,2,1,0,4,0,3,0,0,1,4,3.83
392,0,21,7,1,88.0,3,1,0,4,0,1,0,0,1,4,3.66
393,0,21,7,1,88.0,3,1,0,4,0,1,0,0,1,4,3.85
394,0,21,7,1,88.0,3,1,0,4,0,1,0,0,1,4,3.88
395,0,21,7,1,88.0,3,1,0,4,0,1,0,0,1,4,2.94
396,0,24,7,1,78.0,1,1,1,4,0,1,0,0,1,5,3.03
397,0,24,7,1,78.0,3,1,0,4,0,1,0,0,1,5,3.66
398,0,24,7,1,78.0,1,1,0,4,0,1,0,0,1,5,3.35
399,0,24,7,1,78.0,1,1,0,4,0,1,0,0,1,5,3.04
400,0,24,7,1,78.0,3,1,0,4,0,1,0,0,1,5,2.09
401,1,23,2,0,80.0,4,1,0,2,0,1,0,0,1,5,3.27
402,1,23,2,0,80.0,4,1,0,2,0,1,0,0,1,5,3.93
403,1,23,2,0,80.0,3,1,0,2,0,1,0,0,1,5,3.12
404,1,23,2,0,80.0,4,1,0,2,0,1,0,0,1,5,3.63
405,1,23,2,0,80.0,1,1,0,2,0,1,0,0,1,5,3.12
406,0,22,0,1,80.0,1,1,1,5,0,1,0,0,1,7,3.56
407,0,22,0,1,80.0,2,1,0,5,0,2,0,0,1,7,3.63
408,0,22,0,1,80.0,2,1,0,5,0,2,0,0,1,7,3.75
409,0,22,0,1,80.0,2,1,0,5,0,2,0,0,1,7,3.42
410,0,22,0,1,80.0,3,1,0,5,0,1,0,0,1,7,3.46
411,0,21,0,0,80.0,4,1,0,5,0,1,0,0,1,5,3.36
412,0,21,0,0,80.0,2,1,0,5,0,2,0,0,1,5,3.66
413,0,21,0,0,80.0,2,1,0,5,0,2,0,0,1,5,3.75
414,0,21,0,0,80.0,3,1,0,5,0,1,0,0,1,5,3.33
415,0,21,0,0,80.0,2,1,0,5,0,2,0,0,1,5,2.94
416,1,22,5,0,70.0,4,1,0,5,0,1,0,0,1,4,3.81
417,1,22,5,0,70.0,0,1,0,5,0,1,0,0,1,4,3.7
418,1,22,5,0,70.0,0,1,0,5,0,1,0,0,1,4,3.68
419,1,22,5,0,70.0,2,1,0,5,0,2,0,0,1,4,3.02
420,1,22,5,0,70.0,2,1,0,5,0,2,0,0,1,4,3.06
421,1,24,5,0,76.0,4,1,1,3,0,1,0,0,1,6,3.48
422,1,24,5,0,76.0,4,1,0,3,0,1,0,0,1,6,3.56
423,1,24,5,0,76.0,4,1,0,3,0,1,0,0,1,6,3.85
424,1,24,5,0,76.0,2,1,0,3,0,1,0,0,1,6,2.99
425,1,24,5,0,76.0,2,1,0,3,0,1,0,0,1,6,3.53
426,1,22,2,0,75.0,3,1,0,4,0,1,0,0,1,4,3.66
427,1,22,2,0,75.0,4,1,0,4,0,1,0,0,1,4,3.66
428,1,22,2,0,75.0,2,1,0,4,0,1,0,0,1,4,3.75
429,1,22,2,0,75.0,2,1,0,4,0,1,0,0,1,4,3.54
430,1,22,2,0,75.0,2,1,0,4,0,1,0,0,1,4,3.26
431,1,23,5,0,87.0,3,0,1,3,0,1,0,1,1,5,3.18
432,1,23,5,0,87.0,2,0,1,3,0,2,0,1,1,5,3.18
433,1,23,5,0,87.0,2,0,0,3,0,2,0,1,1,5,3.18
434,1,23,5,0,87.0,2,0,1,3,0,2,0,1,1,5,3.18
435,1,23,5,0,87.0,3,0,1,3,0,1,0,1,1,5,3.18
436,1,22,5,0,80.0,1,0,2,3,1,2,0,1,1,1,2.71
437,1,22,5,0,80.0,3,0,0,3,1,1,0,1,1,1,2.79
438,1,22,5,0,80.0,2,0,1,3,1,1,0,1,1,1,3.25
439,1,22,5,0,80.0,2,0,1,3,1,2,0,1,1,1,2.71
440,1,22,5,0,80.0,2,0,0,3,1,2,0,1,1,1,2.09
441,1,15,4,0,82.0,3,1,0,2,0,1,0,1,1,0,3.7
442,1,15,4,0,82.0,4,1,0,2,0,1,0,1,1,0,3.6
443,1,15,4,0,82.0,4,1,0,2,0,1,0,1,1,0,3.4
444,1,15,4,0,82.0,2,1,0,2,0,1,0,1,1,0,3.3
445,1,15,4,0,82.0,3,1,0,2,0,1,0,1,1,0,3.5
446,1,23,3,0,78.0,4,0,0,6,0,2,0,1,1,4,3.0
447,1,23,3,0,78.0,4,0,0,6,0,2,0,1,1,4,2.7
448,1,23,3,0,78.0,4,0,0,6,0,2,0,1,1,4,2.5
449,1,23,3,0,78.0,4,0,0,6,0,2,0,1,1,4,2.4
450,1,23,3,0,78.0,2,0,1,6,0,1,0,1,1,4,2.65
